Age,Budget (NPR),Duration (days),Activity Preference,Spending Score,Cluster,KMeans_Cluster
39,3053.22,16.1,Adventure,20.3,3,3
55,8462.31,14.3,Relaxation,29.5,2,0
32,4888.09,10.7,Adventure,25.0,3,3
30,4223.8,7.9,Relaxation,26.7,1,4
27,5141.02,11.0,Relaxation,27.0,2,3
41,3540.18,4.7,Cultural,17.6,1,4
31,2347.7,1.1,Adventure,1.0,3,1
36,4211.95,14.1,Adventure,22.4,3,3
30,1533.54,2.1,Cultural,12.1,0,1
25,2389.77,1.6,Spiritual,10.6,4,4
36,4404.55,12.1,Adventure,18.0,3,3
56,7716.38,13.4,Cultural,28.8,2,0
28,2506.2,6.5,Cultural,12.8,1,1
46,3030.14,1.0,Spiritual,11.4,4,4
29,1509.61,11.9,Adventure,13.5,3,1
42,6134.6,9.3,Adventure,18.7,3,3
55,8789.45,10.5,Relaxation,41.2,2,0
23,632.29,2.6,Adventure,7.8,0,1
26,797.27,2.8,Adventure,3.9,0,1
32,4452.6,7.5,Adventure,15.6,3,3
43,3939.75,7.7,Cultural,13.8,1,4
35,4186.32,8.9,Relaxation,15.5,1,4
75,8827.88,13.3,Cultural,39.0,2,0
46,2595.86,3.9,Cultural,6.6,1,4
44,4350.13,8.6,Cultural,23.9,1,3
24,390.0,1.0,Adventure,2.9,0,1
47,446.05,12.4,Spiritual,5.2,4,4
40,2599.53,6.6,Relaxation,21.0,1,4
18,1542.93,17.6,Spiritual,12.9,4,4
40,4812.2,8.0,Relaxation,18.7,1,4
23,2379.72,1.1,Spiritual,12.9,4,4
61,2977.64,22.6,Spiritual,25.8,4,4
26,1868.24,9.6,Cultural,2.0,0,1
21,1552.19,2.0,Cultural,4.5,0,1
29,2670.95,5.6,Relaxation,7.9,1,4
27,5529.24,10.5,Adventure,26.4,3,3
58,8697.14,11.5,Relaxation,27.1,2,0
30,2580.54,13.7,Spiritual,19.2,4,4
31,4196.6,2.6,Relaxation,17.3,1,4
34,2754.53,1.0,Spiritual,8.4,4,4
49,6164.35,17.2,Cultural,23.7,2,0
37,7032.49,9.7,Cultural,38.9,2,0
25,1309.95,2.7,Cultural,1.0,0,1
49,3350.66,5.3,Cultural,17.7,1,4
40,1245.0,36.0,Adventure,26.4,3,2
46,3788.13,9.1,Relaxation,17.4,1,4
21,4429.42,15.9,Adventure,27.6,3,3
73,2628.55,13.6,Spiritual,8.5,4,4
56,3115.48,9.1,Relaxation,12.3,1,4
19,10648.0,5.0,Relaxation,38.4,2,0
31,2241.5,11.2,Adventure,18.3,3,3
28,3629.62,6.0,Relaxation,12.7,1,4
27,11482.0,6.0,Relaxation,44.3,2,0
29,1198.15,3.3,Adventure,8.3,0,1
26,3612.83,3.6,Spiritual,18.3,4,4
42,3099.01,5.3,Cultural,5.7,1,4
29,3975.3,7.4,Adventure,22.0,3,3
24,2614.1,4.3,Spiritual,7.1,4,4
65,7067.77,14.1,Relaxation,35.6,2,0
58,9680.76,17.1,Relaxation,43.8,2,0
34,4941.06,17.9,Relaxation,25.9,1,4
47,3472.36,10.1,Cultural,17.7,1,4
27,2638.32,5.9,Cultural,20.6,1,3
28,5808.11,12.0,Relaxation,30.4,2,3
43,4176.27,13.9,Relaxation,9.2,1,4
29,1049.36,2.0,Cultural,6.3,0,1
29,1625.33,4.9,Adventure,13.1,3,1
31,992.65,12.5,Adventure,8.3,0,1
46,1884.06,10.5,Cultural,11.5,0,4
22,1041.18,2.7,Adventure,2.9,0,1
20,3250.12,1.9,Adventure,10.4,3,1
30,2243.76,1.0,Cultural,1.0,1,1
28,4063.51,15.7,Relaxation,33.2,1,3
66,8469.19,19.5,Relaxation,44.0,2,0
75,6706.63,12.6,Relaxation,31.2,2,0
52,2792.92,17.9,Spiritual,17.4,4,4
26,629.94,1.9,Cultural,9.2,0,1
75,8113.71,15.3,Cultural,33.1,2,0
53,3359.76,6.0,Cultural,11.7,1,4
66,7850.8,18.3,Relaxation,35.9,2,0
66,3163.42,12.8,Spiritual,15.1,4,4
25,534.05,5.0,Adventure,1.9,0,1
34,3783.67,12.5,Adventure,14.9,3,3
30,5026.06,11.9,Adventure,23.1,3,3
65,7863.11,17.0,Cultural,43.7,2,0
31,1145.59,11.8,Adventure,9.2,0,1
20,1507.94,2.6,Adventure,4.8,0,1
28,1199.81,6.2,Adventure,1.0,0,1
48,6203.36,16.2,Cultural,30.3,2,0
52,3280.12,4.0,Relaxation,14.7,1,4
66,3008.37,8.6,Cultural,13.6,1,4
62,2223.48,11.7,Spiritual,18.0,4,4
46,4107.06,4.7,Cultural,24.2,1,3
18,5864.77,12.6,Adventure,29.2,2,3
42,5127.81,8.6,Adventure,16.4,3,3
34,6299.04,8.4,Adventure,22.4,3,3
20,1343.11,4.3,Adventure,9.0,0,1
42,1521.0,86.0,Relaxation,53.5,0,2
55,9211.0,28.0,Cultural,48.7,2,0
40,5504.37,16.6,Adventure,30.7,3,3
25,3450.45,10.2,Spiritual,14.9,4,4
57,4189.15,7.7,Cultural,19.4,1,4
48,2613.51,5.8,Cultural,17.4,1,4
32,2412.0,37.0,Cultural,24.2,1,2
18,872.38,2.8,Adventure,10.7,0,1
30,5258.04,6.7,Adventure,22.2,3,3
35,4530.44,10.8,Relaxation,16.2,1,4
50,3773.33,6.3,Relaxation,9.5,1,4
53,4969.08,13.6,Relaxation,35.5,1,0
28,720.82,3.9,Adventure,1.0,0,1
28,3321.75,4.3,Spiritual,14.9,4,4
75,6453.95,13.1,Relaxation,29.4,2,0
19,1912.48,1.2,Adventure,5.4,0,1
64,4528.75,11.7,Relaxation,18.5,1,4
50,3433.83,7.1,Cultural,15.5,1,4
20,509.76,1.9,Adventure,1.1,0,1
39,3223.88,4.3,Relaxation,25.6,1,4
34,5372.08,10.1,Adventure,13.7,3,3
61,4530.46,3.1,Cultural,23.6,1,4
31,5142.0,8.8,Adventure,21.9,3,3
38,5796.55,23.7,Relaxation,29.4,2,0
52,6757.55,10.0,Relaxation,26.4,2,0
62,1150.0,8.0,Cultural,4.8,0,4
20,3079.2,1.2,Spiritual,14.6,4,4
26,4633.63,8.5,Relaxation,19.5,1,4
43,1556.0,33.0,Relaxation,25.7,0,4
29,3230.48,6.0,Relaxation,15.2,1,4
25,640.21,3.1,Adventure,2.7,0,1
36,5910.82,16.2,Adventure,25.2,3,3
60,8143.14,18.7,Cultural,50.0,2,0
63,3796.13,15.7,Spiritual,22.7,4,4
49,7249.78,15.7,Cultural,31.7,2,0
31,1410.67,1.0,Adventure,7.2,0,1
32,3277.99,9.0,Relaxation,12.1,1,4
21,769.39,1.3,Cultural,1.0,0,1
28,3564.18,15.0,Adventure,22.1,3,3
40,2080.82,6.1,Relaxation,4.2,1,4
44,3820.19,5.2,Cultural,21.2,1,3
18,901.33,5.6,Cultural,5.7,0,1
25,962.62,2.7,Cultural,7.5,0,1
54,2656.93,5.1,Cultural,3.6,1,4
50,3690.84,7.3,Cultural,16.2,1,4
56,9009.62,14.5,Cultural,36.0,2,0
33,6759.0,9.8,Adventure,27.7,3,3
31,2846.44,8.9,Spiritual,15.3,4,4
34,3895.57,14.5,Adventure,17.7,3,3
50,13756.0,33.0,Cultural,71.1,2,0
25,1710.74,1.4,Adventure,12.9,3,1
26,1311.13,1.3,Adventure,14.3,0,1
21,1246.58,9.7,Adventure,7.6,0,1
44,3961.89,6.3,Relaxation,19.1,1,4
69,9806.33,14.1,Cultural,41.0,2,0
18,2900.39,3.7,Adventure,12.5,3,1
26,1645.13,2.1,Cultural,19.8,0,1
24,1302.96,4.6,Cultural,8.5,0,1
70,9962.14,22.5,Relaxation,41.8,2,0
35,3319.47,1.3,Cultural,8.2,1,1
18,1234.07,12.3,Adventure,4.5,0,1
71,7356.0,15.2,Relaxation,34.2,2,0
23,1859.92,1.2,Cultural,1.0,0,1
28,1744.85,1.0,Spiritual,9.7,4,4
60,4391.47,19.4,Relaxation,30.8,1,0
22,470.0,2.0,Adventure,8.8,0,1
53,8728.15,15.7,Cultural,38.9,2,0
18,368.0,1.0,Adventure,10.2,0,1
57,3273.94,23.2,Spiritual,24.6,4,4
74,8122.18,5.9,Cultural,31.6,2,0
46,2457.96,20.5,Spiritual,31.3,4,4
37,5730.19,8.1,Adventure,20.7,3,3
55,7134.88,9.2,Relaxation,29.0,2,0
33,6123.38,4.4,Adventure,13.5,3,3
21,1382.61,5.6,Adventure,13.1,0,1
29,2557.0,37.0,Relaxation,23.6,1,2
36,5490.18,7.2,Adventure,17.4,3,3
32,1384.35,9.9,Spiritual,1.0,0,4
41,6811.43,6.0,Adventure,25.3,3,3
61,1702.29,15.8,Spiritual,21.8,4,4
24,646.77,2.4,Adventure,4.5,0,1
37,5037.91,10.9,Adventure,18.7,3,3
37,5645.57,11.8,Adventure,28.3,3,3
42,5100.01,9.9,Adventure,15.7,3,3
37,3322.49,5.2,Cultural,18.9,1,3
41,5520.88,10.6,Adventure,26.4,3,3
48,4051.33,10.1,Relaxation,16.3,1,4
20,812.79,2.3,Cultural,2.8,0,1
45,3401.32,7.1,Cultural,12.5,1,4
43,3113.11,9.1,Relaxation,18.0,1,4
19,11716.0,8.0,Adventure,44.6,2,3
55,9126.75,9.4,Relaxation,40.3,2,0
29,882.15,6.0,Adventure,6.6,0,1
30,1012.76,7.0,Cultural,1.0,0,1
21,3258.47,3.7,Cultural,16.3,1,1
61,5400.99,10.5,Cultural,30.6,2,0
34,4699.03,4.8,Spiritual,19.2,4,4
43,8316.94,11.7,Cultural,38.7,2,0
48,3860.49,2.9,Cultural,6.8,1,4
25,4265.97,11.5,Adventure,21.8,3,3
18,4879.16,13.9,Adventure,26.5,3,3
29,6305.71,9.8,Adventure,17.8,3,3
68,4195.63,18.2,Cultural,35.5,1,0
39,3255.51,8.2,Cultural,28.2,1,3
50,3609.88,6.7,Cultural,10.1,1,4
27,2417.8,1.9,Cultural,9.5,1,1
55,2613.37,14.7,Spiritual,9.2,4,4
59,9732.0,30.0,Relaxation,49.1,2,0
19,1003.99,2.5,Adventure,2.6,0,1
64,3681.54,11.7,Spiritual,7.6,4,4
30,1051.91,3.3,Cultural,11.8,0,1
23,4774.76,4.8,Adventure,14.7,3,3
40,5018.15,4.7,Adventure,25.6,3,3
49,3171.18,7.2,Cultural,14.6,1,4
29,8055.27,12.1,Adventure,36.7,2,3
43,4787.62,5.3,Cultural,14.5,1,3
43,8028.05,6.5,Adventure,38.8,3,3
29,652.47,5.2,Adventure,6.2,0,1
62,9047.07,21.9,Relaxation,45.7,2,0
21,5321.8,11.9,Adventure,24.4,2,3
54,7169.15,12.6,Cultural,31.1,2,0
29,2397.16,7.0,Spiritual,9.4,4,4
28,3465.52,10.1,Adventure,24.3,3,3
63,6052.66,12.8,Relaxation,25.8,2,0
41,1140.46,19.8,Spiritual,12.9,4,4
18,5825.06,7.7,Relaxation,15.2,2,3
52,3337.23,7.2,Cultural,19.6,1,4
44,5863.19,13.2,Relaxation,31.3,2,0
28,4486.98,9.4,Relaxation,27.4,1,3
22,2248.4,9.6,Spiritual,20.3,4,4
18,893.55,10.9,Adventure,7.3,0,1
44,3069.88,6.9,Relaxation,10.6,1,4
63,2541.37,4.5,Spiritual,3.1,4,4
71,2083.13,9.4,Spiritual,9.0,4,4
58,2345.12,4.5,Cultural,11.4,1,4
25,574.22,3.4,Adventure,10.8,0,1
59,5976.01,20.2,Relaxation,37.9,2,0
18,1951.27,1.2,Adventure,9.9,0,1
42,3191.46,3.7,Cultural,14.0,1,4
30,574.93,1.2,Cultural,1.0,0,1
42,2005.0,53.0,Relaxation,30.1,1,2
26,2342.22,7.0,Cultural,5.6,1,1
25,2830.92,1.0,Spiritual,19.5,4,4
32,6624.14,13.4,Relaxation,25.7,2,3
26,1557.25,1.9,Spiritual,3.3,4,4
29,1826.55,2.7,Cultural,1.0,0,1
39,3347.81,9.8,Cultural,24.8,1,3
27,1186.96,1.5,Adventure,1.0,0,1
23,848.85,1.9,Adventure,6.4,0,1
25,740.68,2.1,Adventure,1.0,0,1
40,5092.94,25.1,Cultural,39.8,2,0
73,859.0,11.0,Cultural,7.2,0,4
24,2474.45,3.0,Spiritual,5.0,4,4
45,5566.24,10.6,Relaxation,25.2,2,4
51,10369.03,15.3,Cultural,48.9,2,0
29,647.15,1.8,Cultural,8.4,0,1
21,514.62,6.9,Cultural,9.9,0,1
56,2970.77,6.9,Relaxation,23.4,1,4
39,2774.28,10.1,Spiritual,6.9,4,4
30,4820.15,12.7,Adventure,22.1,3,3
43,5904.37,14.4,Adventure,32.0,3,3
23,3658.12,10.0,Relaxation,28.7,1,3
67,4687.66,5.0,Cultural,21.0,1,4
58,6602.58,18.2,Cultural,30.3,2,0
43,5438.22,10.8,Adventure,31.7,3,3
30,7191.98,11.8,Adventure,35.7,2,3
42,4572.29,11.0,Adventure,16.3,3,3
40,3146.52,6.5,Relaxation,7.9,1,4
20,1892.92,2.4,Adventure,12.2,0,1
23,1452.64,3.3,Cultural,13.4,0,1
45,2218.26,16.3,Spiritual,14.5,4,4
37,6188.07,8.1,Adventure,28.5,3,3
25,1799.05,5.2,Adventure,2.6,3,1
31,5353.49,15.9,Adventure,29.0,3,3
25,2001.46,5.1,Spiritual,1.0,4,4
45,3320.12,6.8,Cultural,14.5,1,4
46,3878.73,6.6,Relaxation,25.3,1,4
38,2219.0,48.0,Adventure,26.1,3,2
58,8941.4,21.1,Cultural,47.4,2,0
51,6177.06,20.7,Cultural,33.9,2,0
69,2973.03,18.8,Spiritual,24.1,4,4
37,2839.11,9.5,Cultural,13.2,1,4
26,3599.0,9.6,Adventure,24.5,3,3
51,2480.61,8.7,Relaxation,11.1,1,4
67,2056.76,16.6,Spiritual,8.7,4,4
33,4863.97,12.7,Adventure,28.9,3,3
40,5943.19,8.5,Adventure,19.8,3,3
39,3336.1,6.5,Cultural,14.4,1,4
70,1249.0,12.0,Spiritual,12.5,4,4
45,3788.31,5.2,Cultural,8.7,1,4
23,981.47,5.0,Cultural,9.0,0,1
73,8754.73,6.5,Relaxation,36.5,2,0
20,2527.79,12.0,Spiritual,19.7,4,4
27,642.94,3.9,Cultural,2.4,0,1
23,3137.3,3.8,Cultural,17.5,1,1
38,7528.33,4.6,Adventure,24.7,3,3
24,1789.76,4.4,Spiritual,14.1,4,4
27,583.79,1.6,Adventure,1.0,0,1
64,2342.55,7.9,Spiritual,9.7,4,4
58,1584.6,6.5,Spiritual,14.8,4,4
70,8816.32,15.1,Cultural,37.2,2,0
29,6351.67,13.1,Adventure,30.7,2,3
31,3726.9,12.4,Spiritual,15.1,4,4
57,5311.86,18.5,Relaxation,34.7,2,0
38,4580.81,7.0,Cultural,21.2,1,3
18,4611.6,3.2,Cultural,14.5,1,3
55,4305.73,6.1,Cultural,19.3,1,4
48,5255.27,10.1,Adventure,32.5,2,3
20,1402.88,1.9,Adventure,3.7,0,1
50,8008.46,10.8,Relaxation,29.9,2,0
65,11189.81,12.8,Relaxation,44.3,2,0
65,8498.0,22.7,Relaxation,36.1,2,0
38,4073.42,9.5,Adventure,20.6,3,3
20,1273.2,1.5,Adventure,10.2,0,1
29,1314.05,7.1,Cultural,1.5,0,1
61,7782.11,10.0,Cultural,27.2,2,0
49,6990.7,4.7,Relaxation,28.4,2,0
23,5290.94,9.0,Adventure,23.1,2,3
47,3488.72,9.4,Cultural,24.0,1,3
32,2273.77,1.0,Spiritual,9.9,4,4
40,3353.36,9.1,Cultural,25.3,1,3
34,8093.87,15.0,Relaxation,31.0,2,0
18,5587.08,7.9,Adventure,26.9,2,3
47,3345.04,8.9,Relaxation,8.5,1,4
22,504.62,10.5,Adventure,6.4,0,1
65,1964.36,19.1,Spiritual,18.6,4,4
34,5616.23,6.2,Adventure,21.7,3,3
31,1046.79,3.8,Adventure,8.6,0,1
25,1300.31,2.4,Cultural,4.9,0,1
27,2538.74,10.3,Relaxation,7.1,1,4
48,6171.43,12.5,Relaxation,36.7,2,0
22,603.98,1.8,Cultural,1.0,0,1
43,4384.67,9.7,Cultural,23.0,1,3
45,3247.76,9.0,Relaxation,15.9,1,4
58,4240.78,9.6,Cultural,17.3,1,4
31,3883.49,5.9,Relaxation,14.0,1,4
55,4161.69,9.5,Cultural,9.2,1,4
56,3731.35,6.0,Cultural,1.4,1,4
59,3337.5,19.3,Spiritual,12.7,4,4
23,1194.16,1.1,Adventure,1.0,0,1
53,5204.58,23.7,Cultural,27.8,2,0
31,571.64,3.5,Adventure,5.6,0,1
56,2624.53,9.0,Spiritual,10.5,4,4
61,7788.01,22.9,Relaxation,43.7,2,0
37,2966.25,7.7,Relaxation,12.6,1,4
49,9345.69,13.6,Relaxation,44.5,2,0
54,1945.04,18.3,Spiritual,22.8,4,4
44,2818.77,8.0,Relaxation,11.4,1,4
65,1302.0,14.0,Cultural,16.8,0,4
27,1299.33,5.2,Cultural,14.4,0,1
25,4478.22,6.9,Adventure,14.6,3,3
18,570.88,4.7,Adventure,5.3,0,1
31,5848.53,8.0,Cultural,21.6,2,3
21,3291.68,6.7,Spiritual,19.8,4,4
18,1014.92,2.6,Adventure,6.3,0,1
56,5962.17,5.3,Cultural,15.6,2,4
27,9567.0,9.0,Adventure,41.5,3,3
52,9728.22,13.2,Relaxation,37.4,2,0
49,3832.67,7.8,Relaxation,14.7,1,4
50,8115.57,15.5,Relaxation,41.6,2,0
32,3250.39,24.6,Spiritual,21.4,4,4
33,4599.94,13.6,Adventure,28.4,3,3
29,2796.79,10.5,Adventure,20.4,3,3
73,3620.62,9.9,Spiritual,17.0,4,4
22,305.0,1.0,Adventure,1.0,0,1
39,3352.68,7.2,Cultural,9.1,1,4
20,652.83,1.4,Adventure,6.5,0,1
67,6262.06,22.5,Cultural,23.5,2,0
27,6139.64,10.3,Adventure,33.4,2,3
35,6554.18,8.4,Adventure,30.2,3,3
20,716.26,4.1,Adventure,2.0,0,1
27,553.09,6.6,Adventure,15.7,0,1
27,2578.3,2.6,Adventure,12.5,3,1
25,8432.0,8.0,Adventure,37.5,3,3
34,2313.61,7.6,Cultural,14.6,1,1
67,9412.03,11.0,Relaxation,46.0,2,0
35,5902.46,8.1,Adventure,29.4,3,3
45,12236.66,16.4,Cultural,41.8,2,0
47,8655.7,21.9,Relaxation,46.0,2,0
50,3692.16,7.3,Relaxation,19.7,1,4
27,630.06,3.9,Cultural,9.3,0,1
29,3746.27,6.6,Cultural,22.3,1,3
58,10790.17,10.0,Cultural,47.4,2,0
39,5276.55,8.0,Adventure,18.9,3,3
29,2466.57,1.1,Adventure,7.1,3,1
31,6096.45,9.0,Adventure,28.4,3,3
19,4548.89,8.7,Adventure,30.8,3,3
19,1330.34,2.7,Cultural,5.0,0,1
42,4682.46,9.7,Cultural,15.6,1,3
70,1124.0,11.0,Cultural,4.9,0,4
20,700.79,2.7,Cultural,1.0,0,1
42,4230.67,12.6,Adventure,25.7,3,3
41,2283.37,14.0,Spiritual,8.3,4,4
39,3372.82,24.8,Spiritual,22.1,4,4
20,6244.61,8.6,Relaxation,30.0,2,3
25,5861.29,13.0,Adventure,38.0,3,3
43,6510.66,7.5,Adventure,26.8,3,3
21,4908.57,11.1,Adventure,27.6,3,3
43,5359.74,6.3,Relaxation,19.7,2,4
30,5273.82,11.1,Adventure,26.2,3,3
31,4348.76,8.2,Adventure,24.2,3,3
36,4033.02,7.1,Cultural,15.4,1,3
36,5340.71,5.9,Adventure,18.8,3,3
24,10195.0,8.0,Relaxation,40.8,2,0
31,5921.53,11.4,Relaxation,25.2,2,3
22,1875.97,9.4,Spiritual,4.3,4,4
31,3360.1,15.4,Spiritual,27.4,4,4
36,7878.29,15.8,Cultural,42.9,2,0
50,3668.48,2.6,Cultural,11.8,1,4
22,1849.16,3.1,Adventure,4.6,0,1
29,1109.93,5.5,Adventure,7.3,0,1
18,721.71,1.7,Cultural,1.8,0,1
40,7092.92,10.7,Relaxation,26.5,2,0
29,4313.92,10.3,Adventure,29.3,3,3
21,1571.63,8.2,Cultural,3.8,0,1
49,3090.1,7.2,Relaxation,13.8,1,4
45,8419.9,4.2,Relaxation,35.8,2,0
33,5442.02,10.5,Adventure,29.7,3,3
34,8534.3,10.8,Relaxation,30.7,2,0
75,5410.7,7.9,Cultural,26.3,2,0
19,542.24,3.7,Adventure,1.0,0,1
52,6450.6,15.2,Cultural,33.9,2,0
53,3747.24,4.2,Cultural,8.8,1,4
49,2821.55,4.7,Cultural,11.5,1,4
60,3956.03,20.2,Spiritual,13.9,4,4
20,2919.36,5.7,Cultural,14.9,1,1
51,3040.72,6.0,Cultural,18.2,1,4
26,10603.0,8.0,Relaxation,39.0,2,0
37,4795.03,5.8,Cultural,23.0,1,3
26,1666.02,1.3,Adventure,9.9,3,1
40,7627.3,17.9,Cultural,34.1,2,0
57,2688.42,5.0,Relaxation,16.3,1,4
19,5988.03,6.7,Relaxation,20.5,2,3
52,3648.05,21.5,Spiritual,15.8,4,4
25,2782.0,50.0,Relaxation,39.5,1,2
50,5812.2,18.2,Cultural,32.6,2,0
31,2215.56,1.0,Spiritual,7.6,4,4
44,5092.84,3.5,Adventure,11.3,3,3
71,1445.28,13.3,Spiritual,15.2,4,4
28,5271.85,13.6,Relaxation,18.8,2,4
40,5371.13,12.7,Relaxation,28.2,2,4
47,3899.28,8.9,Relaxation,12.5,1,4
29,2337.36,1.5,Spiritual,5.3,4,4
51,8672.25,20.4,Relaxation,40.1,2,0
65,6618.39,17.1,Relaxation,34.4,2,0
31,4892.8,8.6,Relaxation,14.3,1,4
37,3841.2,12.4,Adventure,29.0,3,3
46,3137.55,9.5,Spiritual,21.5,4,4
18,4270.63,11.2,Relaxation,24.1,1,3
48,3967.45,3.7,Cultural,11.1,1,4
40,3901.24,12.2,Relaxation,22.9,1,4
42,3380.64,5.1,Spiritual,10.4,4,4
24,4230.3,11.3,Adventure,22.1,3,3
49,2692.86,13.7,Spiritual,12.2,4,4
23,932.71,4.6,Adventure,11.5,0,1
24,2083.85,11.5,Adventure,10.2,3,1
53,3092.06,6.9,Spiritual,11.1,4,4
44,9945.19,14.0,Relaxation,42.0,2,0
49,1847.44,1.8,Spiritual,1.0,4,4
48,4518.06,5.5,Cultural,21.4,1,3
20,323.0,1.0,Adventure,1.0,0,1
21,5557.6,7.7,Cultural,26.0,2,3
18,4015.25,2.0,Cultural,12.5,1,1
65,8466.47,22.2,Relaxation,45.2,2,0
43,8760.91,17.9,Relaxation,35.5,2,0
61,6414.77,8.9,Relaxation,27.3,2,0
31,7621.08,6.8,Adventure,31.0,3,3
40,5133.47,5.5,Adventure,14.5,3,3
33,4685.86,7.2,Adventure,18.3,3,3
25,5330.48,15.0,Adventure,26.3,3,3
36,2975.75,10.4,Adventure,14.9,3,3
48,7598.68,25.3,Relaxation,42.6,2,0
32,4061.2,7.2,Cultural,17.6,1,3
52,9971.82,12.9,Relaxation,35.1,2,0
25,8416.0,3.0,Relaxation,31.6,2,3
35,3223.26,8.5,Cultural,20.9,1,3
52,4323.53,7.4,Cultural,18.5,1,4
72,6780.42,10.4,Cultural,25.3,2,0
19,818.23,1.3,Adventure,9.7,0,1
38,8635.77,8.4,Cultural,31.3,2,0
26,4725.46,8.8,Adventure,22.8,3,3
56,3143.83,4.3,Spiritual,13.1,4,4
23,1535.64,1.7,Adventure,7.8,0,1
32,6173.6,11.2,Relaxation,22.1,2,3
19,905.05,1.2,Adventure,11.0,0,1
34,5609.71,10.3,Adventure,28.1,3,3
31,1660.26,12.8,Spiritual,9.8,4,4
63,1964.52,7.4,Spiritual,20.7,4,4
42,9102.0,41.0,Cultural,57.8,2,0
48,4712.36,7.1,Cultural,22.4,1,3
31,3864.42,5.3,Adventure,11.7,3,1
72,9048.99,19.5,Cultural,42.1,2,0
69,6616.12,11.9,Relaxation,30.8,2,0
38,4346.87,6.5,Adventure,11.4,3,3
34,4715.78,10.8,Adventure,26.2,3,3
38,3897.66,11.4,Adventure,13.3,3,3
21,628.46,1.7,Adventure,1.0,0,1
25,3226.09,14.1,Spiritual,19.7,4,4
27,582.86,10.1,Cultural,1.0,0,1
52,1430.62,18.6,Spiritual,18.9,4,4
49,3301.11,6.6,Cultural,9.8,1,4
43,2781.62,15.7,Spiritual,24.5,4,4
29,995.93,1.8,Cultural,4.1,0,1
56,4323.55,4.1,Cultural,17.4,1,4
46,6089.42,6.6,Adventure,26.8,2,3
45,4799.11,8.6,Cultural,18.0,1,3
30,1360.43,2.0,Adventure,1.0,0,1
25,2909.24,5.9,Spiritual,11.6,4,4
27,603.53,1.5,Cultural,1.0,0,1
49,7330.26,14.9,Cultural,37.0,2,0
23,3037.47,9.3,Cultural,9.6,1,1
26,2700.12,16.2,Spiritual,13.0,4,4
48,7451.24,13.1,Cultural,41.9,2,0
30,952.62,10.5,Adventure,9.5,0,1
26,937.51,5.1,Adventure,1.0,0,1
38,2651.72,1.2,Spiritual,11.0,4,4
33,6871.02,13.5,Adventure,28.8,2,3
28,4783.03,11.8,Adventure,21.2,3,3
24,547.94,6.8,Cultural,10.9,0,1
28,5519.82,8.5,Relaxation,30.6,2,3
41,6599.49,28.8,Relaxation,34.7,2,0
50,5539.21,6.1,Relaxation,24.4,2,4
54,3034.6,14.2,Spiritual,17.1,4,4
30,4323.02,5.8,Cultural,16.2,1,3
24,3529.36,8.6,Adventure,14.5,3,3
46,3226.76,17.0,Spiritual,18.7,4,4
28,1971.85,11.1,Relaxation,18.2,0,4
18,638.16,2.4,Adventure,1.0,0,1
65,801.3,18.5,Spiritual,16.5,4,4
24,780.15,1.0,Cultural,2.7,0,1
36,6049.69,5.6,Relaxation,15.4,2,4
32,7235.44,4.8,Adventure,30.9,3,3
25,612.85,1.3,Adventure,2.9,0,1
41,3373.36,7.1,Cultural,17.1,1,4
62,2889.67,25.5,Spiritual,28.2,4,4
31,5732.53,15.6,Adventure,27.0,3,3
30,1314.0,44.0,Adventure,26.0,0,2
29,4488.89,12.5,Relaxation,22.7,1,4
20,839.64,1.9,Cultural,6.7,0,1
21,3300.49,10.0,Cultural,14.2,1,1
22,1208.94,1.4,Adventure,2.0,0,1
18,1607.92,1.2,Cultural,5.9,0,1
38,3604.55,6.4,Cultural,21.4,1,3
29,6579.61,13.9,Adventure,27.4,2,3
43,3631.87,14.7,Spiritual,24.8,4,4
20,4288.64,8.8,Adventure,17.9,3,3
40,2867.29,8.2,Relaxation,12.5,1,4
39,5074.08,14.2,Relaxation,30.2,2,0
34,4595.57,11.2,Relaxation,25.5,1,4
54,8437.98,20.0,Cultural,29.7,2,0
41,4204.29,13.9,Adventure,26.4,3,3
26,1174.97,2.6,Adventure,2.4,0,1
24,2142.62,1.1,Spiritual,9.8,4,4
21,3138.77,7.3,Adventure,21.3,3,3
27,695.43,2.2,Cultural,1.0,0,1
28,555.18,1.2,Adventure,1.0,0,1
27,524.35,1.1,Adventure,1.0,0,1
36,5067.81,13.0,Adventure,20.9,3,3
52,8598.23,6.5,Relaxation,38.4,2,0
68,1272.66,20.7,Spiritual,20.0,4,4
46,3132.19,10.3,Cultural,13.8,1,4
52,4377.24,5.1,Cultural,22.4,1,4
53,8514.76,19.0,Relaxation,38.8,2,0
30,5315.17,13.2,Adventure,25.9,3,3
29,5427.77,8.2,Adventure,30.2,3,3
60,2705.26,11.5,Spiritual,23.6,4,4
38,6482.52,7.3,Adventure,18.4,3,3
21,1725.87,1.4,Spiritual,6.3,4,4
43,6769.4,11.6,Adventure,25.1,2,3
55,2094.64,18.8,Spiritual,11.9,4,4
33,5382.6,9.9,Adventure,23.1,3,3
60,6350.47,14.5,Relaxation,22.5,2,0
67,2858.18,5.7,Cultural,15.9,1,4
37,4434.98,12.6,Adventure,16.5,3,3
53,2655.91,12.6,Relaxation,16.2,1,4
28,2174.19,1.1,Adventure,1.2,3,1
47,4676.83,5.0,Cultural,13.1,1,4
36,2574.8,8.7,Relaxation,21.6,1,4
